Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
113,Exit long,2023-06-12,TARGET,416.24,1,407.45,8.79,2.16,0,8.79,2.16,-0.53,-0.13,-58.23,-0.06,6
113,Entry long,2023-06-02,V3 LONG,407.45,1,407.45,8.79,2.16,0,8.79,2.16,-0.53,-0.13,-58.23,-0.06,6
114,Exit long,2023-09-06,STOP,430.47,1,435.12,-4.65,-1.07,0,1.95,0.45,-4.65,-1.07,-62.88,-0.06,3
114,Entry long,2023-08-31,V3 LONG,435.12,1,435.12,-4.65,-1.07,0,1.95,0.45,-4.65,-1.07,-62.88,-0.06,3
115,Exit long,2023-10-19,STOP,413.46,1,418.57,-5.11,-1.22,0,5.02,1.20,-5.11,-1.22,-67.99,-0.07,7
115,Entry long,2023-10-10,V3 LONG,418.57,1,418.57,-5.11,-1.22,0,5.02,1.20,-5.11,-1.22,-67.99,-0.07,7
116,Exit long,2023-10-26,STOP,402.51,1,407.88,-5.37,-1.32,0,0.03,0.01,-5.37,-1.32,-73.36,-0.07,1
116,Entry long,2023-10-25,V3 LONG,407.88,1,407.88,-5.37,-1.32,0,0.03,0.01,-5.37,-1.32,-73.36,-0.07,1
117,Exit long,2023-11-02,TARGET,416.04,1,405.28,10.76,2.65,0,10.76,2.65,-0.53,-0.13,-62.6,-0.06,1
117,Entry long,2023-11-01,V3 LONG,405.28,1,405.28,10.76,2.65,0,10.76,2.65,-0.53,-0.13,-62.6,-0.06,1
118,Exit long,2024-05-15,TARGET,516.09,1,503.97,12.12,2.40,0,12.12,2.40,-2.36,-0.47,-50.48,-0.05,6
118,Entry long,2024-05-07,V3 LONG,503.97,1,503.97,12.12,2.40,0,12.12,2.40,-2.36,-0.47,-50.48,-0.05,6
119,Exit long,2024-08-16,TARGET,541.79,1,524.12,17.67,3.37,0,17.67,3.37,-0.24,-0.05,-32.81,-0.03,3
119,Entry long,2024-08-13,V3 LONG,524.12,1,524.12,17.67,3.37,0,17.67,3.37,-0.24,-0.05,-32.81,-0.03,3
120,Exit long,2024-09-11,STOP,528.56,1,536.01,-7.45,-1.39,0,6.51,1.21,-7.45,-1.39,-40.26,-0.04,0
120,Entry long,2024-09-11,V3 LONG,536.01,1,536.01,-7.45,-1.39,0,6.51,1.21,-7.45,-1.39,-40.26,-0.04,0
121,Exit long,2024-09-19,TARGET,558.16,1,542.18,15.98,2.95,0,15.98,2.95,-2.22,-0.41,-24.28,-0.02,5
121,Entry long,2024-09-12,V3 LONG,542.18,1,542.18,15.98,2.95,0,15.98,2.95,-2.22,-0.41,-24.28,-0.02,5
122,Exit long,2024-11-29,TARGET,590.13,1,578.5,11.63,2.01,0,11.63,2.01,-5.64,-0.97,-12.65,-0.01,6
122,Entry long,2024-11-20,V3 LONG,578.5,1,578.5,11.63,2.01,0,11.63,2.01,-5.64,-0.97,-12.65,-0.01,6
123,Exit long,2024-12-30,STOP,574.8,1,580.94,-6.14,-1.06,0,11.4,1.96,-6.14,-1.06,-18.79,-0.02,4
123,Entry long,2024-12-23,V3 LONG,580.94,1,580.94,-6.14,-1.06,0,11.4,1.96,-6.14,-1.06,-18.79,-0.02,4
124,Exit long,2025-01-27,STOP,584.8,1,595.72,-10.92,-1.83,0,4.78,0.80,-10.92,-1.83,-29.71,-0.03,3
124,Entry long,2025-01-22,V3 LONG,595.72,1,595.72,-10.92,-1.83,0,4.78,0.80,-10.92,-1.83,-29.71,-0.03,3
125,Exit long,2025-02-03,STOP,582.69,1,597.28,-14.59,-2.44,0,2.41,0.40,-14.59,-2.44,-44.3,-0.04,1
125,Entry long,2025-01-31,V3 LONG,597.28,1,597.28,-14.59,-2.44,0,2.41,0.40,-14.59,-2.44,-44.3,-0.04,1
126,Exit long,2025-02-12,STOP,588.74,1,595.79,-7.05,-1.18,0,2.1,0.35,-7.05,-1.18,-51.35,-0.05,4
126,Entry long,2025-02-06,V3 LONG,595.79,1,595.79,-7.05,-1.18,0,2.1,0.35,-7.05,-1.18,-51.35,-0.05,4
127,Exit long,2025-02-21,STOP,593.15,1,599.67,-6.52,-1.09,0,3.24,0.54,-6.52,-1.09,-57.87,-0.06,4
127,Entry long,2025-02-14,V3 LONG,599.67,1,599.67,-6.52,-1.09,0,3.24,0.54,-6.52,-1.09,-57.87,-0.06,4
128,Exit long,2025-03-31,STOP,542.2,1,555.29,-13.09,-2.36,0,13.12,2.36,-13.09,-2.36,-70.96,-0.07,9
128,Entry long,2025-03-18,V3 LONG,555.29,1,555.29,-13.09,-2.36,0,13.12,2.36,-13.09,-2.36,-70.96,-0.07,9
129,Exit long,2025-04-16,STOP,513.1,1,532.19,-19.09,-3.59,0,3.5,0.66,-19.09,-3.59,-90.05,-0.09,1
129,Entry long,2025-04-15,V3 LONG,532.19,1,532.19,-19.09,-3.59,0,3.5,0.66,-19.09,-3.59,-90.05,-0.09,1
130,Exit long,2025-06-26,TARGET,602.32,1,584.12,18.2,3.12,0,18.2,3.12,-1.27,-0.22,-71.85,-0.07,16
130,Entry long,2025-06-03,V3 LONG,584.12,1,584.12,18.2,3.12,0,18.2,3.12,-1.27,-0.22,-71.85,-0.07,16
131,Exit long,2025-10-22,STOP,658.46,1,665.92,-7.46,-1.12,0,1.54,0.23,-7.46,-1.12,-79.31,-0.08,1
131,Entry long,2025-10-21,V3 LONG,665.92,1,665.92,-7.46,-1.12,0,1.54,0.23,-7.46,-1.12,-79.31,-0.08,1
132,Exit short,2025-11-06,TARGET,665.53,1,679.41,13.88,2.04,0,13.88,2.04,-0.75,-0.11,-65.43,-0.07,4
132,Entry short,2025-10-31,V3 SHORT,679.41,1,679.41,13.88,2.04,0,13.88,2.04,-0.75,-0.11,-65.43,-0.07,4
133,Exit long,2025-11-13,STOP,666.85,1,674.36,-7.51,-1.11,0,4.97,0.74,-7.51,-1.11,-72.94,-0.07,2
133,Entry long,2025-11-11,V3 LONG,674.36,1,674.36,-7.51,-1.11,0,4.97,0.74,-7.51,-1.11,-72.94,-0.07,2
134,Exit long,2026-03-09,STOP,662.87,1,675.27,-12.4,-1.84,0,18.88,2.80,-12.4,-1.84,-85.34,-0.09,67
134,Entry long,2025-11-28,V3 LONG,675.27,1,675.27,-12.4,-1.84,0,18.88,2.80,-12.4,-1.84,-85.34,-0.09,67
135,Exit long,2026-03-19,STOP,653.5,1,664.83,-11.33,-1.70,0,1.35,0.20,-11.33,-1.70,-96.67,-0.10,1
135,Entry long,2026-03-18,V3 LONG,664.83,1,664.83,-11.33,-1.70,0,1.35,0.20,-11.33,-1.70,-96.67,-0.10,1
136,Exit long,2026-04-08,TARGET,674.65,1,652.22,22.43,3.44,0,22.43,3.44,-8.77,-1.34,-74.24,-0.07,4
136,Entry long,2026-04-01,V3 LONG,652.22,1,652.22,22.43,3.44,0,22.43,3.44,-8.77,-1.34,-74.24,-0.07,4
137,Exit long,2026-06-17,STOP,740.37,1,749.92,-9.55,-1.27,0,4.82,0.64,-9.55,-1.27,-83.79,-0.08,2
137,Entry long,2026-06-15,V3 LONG,749.92,1,749.92,-9.55,-1.27,0,4.82,0.64,-9.55,-1.27,-83.79,-0.08,2
138,Exit long,2026-06-26,STOP,719.21,1,728.95,-9.74,-1.34,0,7.58,1.04,-9.74,-1.34,-93.53,-0.09,0
138,Entry long,2026-06-26,V3 LONG,728.95,1,728.95,-9.74,-1.34,0,7.58,1.04,-9.74,-1.34,-93.53,-0.09,0
139,Exit long,2026-07-24,Open,738.93,1,745,-6.07,-0.81,0,10.58,1.42,-9.79,-1.31,-99.6,-0.10,16
139,Entry long,2026-07-01,V3 LONG,745,1,745,-6.07,-0.81,0,10.58,1.42,-9.79,-1.31,-99.6,-0.10,16
